"geoRegion","datum","entries","sumTotal","timeframe_7d","offset_last7d","sumTotal_last7d","timeframe_14d","offset_last14d","sumTotal_last14d","timeframe_28d","offset_last28d","sumTotal_last28d","timeframe_phase2","offset_Phase2","sumTotal_Phase2","timeframe_phase2b","offset_Phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","timeframe_all","entries_diff_last_age","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","sumdelta7d","inzdelta7d","type","type_variant","version","datum_unit","entries_letzter_stand","entries_neu_gemeldet","entries_diff_last"
"CH",2020-03-07,49,364,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,319,NA,102.14,166.07,TRUE,1,8606033,0.57,1.19,1.93,4.23,NA,NA,NA,NA,NA,3.71,NA,36,0.42,"COVID19Cases","","2021-03-24_07-49-49","day",49,0,2014
"CH",2020-03-08,68,432,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,376,432,141,188.5,TRUE,1,8606033,0.79,1.64,2.19,5.02,NA,NA,NA,NA,NA,4.37,5.02,57,0.66,"COVID19Cases","","2021-03-24_07-49-49","day",68,0,2014
"CH",2020-03-09,192,624,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,538,623,183,262.07,TRUE,1,8606033,2.23,2.13,3.05,7.25,NA,NA,NA,NA,NA,6.25,7.24,162,1.88,"COVID19Cases","","2021-03-24_07-49-49","day",192,0,2014
"CH",2020-03-10,210,834,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,715,832,234.14,337,TRUE,1,8606033,2.44,2.72,3.92,9.69,NA,NA,NA,NA,NA,8.31,9.67,177,2.06,"COVID19Cases","","2021-03-24_07-49-49","day",210,0,2014
"CH",2020-03-11,333,1167,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,987,1155,286.57,418.71,TRUE,1,8606033,3.87,3.33,4.87,13.56,NA,NA,NA,NA,NA,11.47,13.42,272,3.16,"COVID19Cases","","2021-03-24_07-49-49","day",333,0,2014
"CH",2020-03-12,356,1523,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1281,1501,323.29,473.93,TRUE,1,8606033,4.14,3.76,5.51,17.7,NA,NA,NA,NA,NA,14.88,17.44,294,3.41,"COVID19Cases","","2021-03-24_07-49-49","day",356,0,2014
"CH",2020-03-13,431,1954,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1639,1922,447.29,550.07,TRUE,1,8606033,5.01,5.2,6.39,22.71,NA,NA,NA,NA,NA,19.04,22.33,358,4.16,"COVID19Cases","","2021-03-24_07-49-49","day",431,0,2014
"CH",2020-03-14,416,2370,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,2006,2325,571.86,595.93,TRUE,1,8606033,4.83,6.64,6.92,27.54,NA,NA,NA,NA,NA,23.31,27.02,367,4.27,"COVID19Cases","","2021-03-24_07-49-49","day",416,0,2014
"CH",2020-03-15,325,2695,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,2263,2639,696.43,630.07,TRUE,1,8606033,3.78,8.09,7.32,31.32,NA,NA,NA,NA,NA,26.3,30.66,257,2.99,"COVID19Cases","","2021-03-24_07-49-49","day",325,0,2014
"CH",2020-03-16,1060,3755,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,3131,3669,764.86,720.71,TRUE,1,8606033,12.32,8.89,8.37,43.63,NA,NA,NA,NA,NA,36.38,42.63,868,10.08,"COVID19Cases","","2021-03-24_07-49-49","day",1060,0,2014
"CH",2020-03-17,1082,4837,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,4003,4718,866,794.36,TRUE,1,8606033,12.57,10.06,9.23,56.2,NA,NA,NA,NA,NA,46.51,54.82,872,10.13,"COVID19Cases","","2021-03-24_07-49-49","day",1082,0,2014
"CH",2020-03-18,1205,6042,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,4875,5862,905.29,846.93,TRUE,1,8606033,14,10.52,9.84,70.21,NA,NA,NA,NA,NA,56.65,68.12,872,10.14,"COVID19Cases","","2021-03-24_07-49-49","day",1205,0,2014
"CH",2020-03-19,835,6877,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,5354,6635,936.86,901.07,TRUE,1,8606033,9.7,10.89,10.47,79.91,NA,NA,NA,NA,NA,62.21,77.1,479,5.56,"COVID19Cases","","2021-03-24_07-49-49","day",835,0,2014
"CH",2020-03-20,1139,8016,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6062,7701,994.14,963.64,TRUE,1,8606033,13.23,11.55,11.2,93.14,NA,NA,NA,NA,NA,70.44,89.48,708,8.23,"COVID19Cases","","2021-03-24_07-49-49","day",1139,0,2014
"CH",2020-03-21,691,8707,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6337,8343,1016.86,985.5,TRUE,1,8606033,8.03,11.82,11.45,101.17,NA,NA,NA,NA,NA,73.63,96.94,275,3.19,"COVID19Cases","","2021-03-24_07-49-49","day",691,0,2014
"CH",2020-03-22,546,9253,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6558,8821,997.43,993.14,TRUE,1,8606033,6.34,11.59,11.54,107.52,NA,NA,NA,NA,NA,76.2,102.5,221,2.57000000000001,"COVID19Cases","","2021-03-24_07-49-49","day",546,0,2014
"CH",2020-03-23,1461,10714,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6959,10090,1037.29,1010.79,TRUE,1,8606033,16.98,12.05,11.75,124.49,NA,NA,NA,NA,NA,80.86,117.24,401,4.66,"COVID19Cases","","2021-03-24_07-49-49","day",1461,0,2014
"CH",2020-03-24,1241,11955,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,7118,11121,1061.29,1014.5,TRUE,1,8606033,14.42,12.33,11.79,138.91,NA,NA,NA,NA,NA,82.71,129.22,159,1.84999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",1241,0,2014
"CH",2020-03-25,1069,13024,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6982,11857,1065.71,1000.79,TRUE,1,8606033,12.42,12.38,11.63,151.34,NA,NA,NA,NA,NA,81.13,137.78,-136,-1.58,"COVID19Cases","","2021-03-24_07-49-49","day",1069,0,2014
"CH",2020-03-26,1114,14138,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,7261,12615,1049.43,1003.79,TRUE,1,8606033,12.94,12.19,11.66,164.28,NA,NA,NA,NA,NA,84.37,146.58,279,3.24000000000001,"COVID19Cases","","2021-03-24_07-49-49","day",1114,0,2014
"CH",2020-03-27,1307,15445,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,7429,13491,1027.43,988.64,TRUE,1,8606033,15.19,11.94,11.49,179.47,NA,NA,NA,NA,NA,86.32,156.76,168,1.94999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",1307,0,2014
"CH",2020-03-28,722,16167,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,7460,13797,1012.14,974,TRUE,1,8606033,8.39,11.76,11.32,187.86,NA,NA,NA,NA,NA,86.68,160.32,31,0.360000000000014,"COVID19Cases","","2021-03-24_07-49-49","day",722,0,2014
"CH",2020-03-29,432,16599,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,7346,13904,1004.14,955.07,TRUE,1,8606033,5.02,11.67,11.1,192.88,NA,NA,NA,NA,NA,85.36,161.56,-114,-1.32000000000001,"COVID19Cases","","2021-03-24_07-49-49","day",432,0,2014
"CH",2020-03-30,1307,17906,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,7192,14151,970.29,916.71,TRUE,1,8606033,15.19,11.27,10.65,208.06,NA,NA,NA,NA,NA,83.57,164.43,-154,-1.79000000000001,"COVID19Cases","","2021-03-24_07-49-49","day",1307,0,2014
"CH",2020-03-31,1134,19040,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,7085,14203,916,879.14,TRUE,1,8606033,13.18,10.64,10.22,221.24,NA,NA,NA,NA,NA,82.33,165.04,-107,-1.23999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",1134,0,2014
"CH",2020-04-01,1013,20053,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,7029,14011,882.29,846.5,TRUE,1,8606033,11.77,10.25,9.84,233.01,NA,NA,NA,NA,NA,81.68,162.8,-56,-0.649999999999991,"COVID19Cases","","2021-03-24_07-49-49","day",1013,0,2014
"CH",2020-04-02,877,20930,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6792,14053,860.71,806.93,TRUE,1,8606033,10.19,10,9.38,243.2,NA,NA,NA,NA,NA,78.92,163.29,-237,-2.76000000000001,"COVID19Cases","","2021-03-24_07-49-49","day",877,0,2014
"CH",2020-04-03,927,21857,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6412,13841,806,735.64,TRUE,1,8606033,10.77,9.37,8.55,253.97,NA,NA,NA,NA,NA,74.51,160.83,-380,-4.41,"COVID19Cases","","2021-03-24_07-49-49","day",927,0,2014
"CH",2020-04-04,486,22343,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6176,13636,746.14,702.64,TRUE,1,8606033,5.65,8.67,8.16,259.62,NA,NA,NA,NA,NA,71.76,158.45,-236,-2.75,"COVID19Cases","","2021-03-24_07-49-49","day",486,0,2014
"CH",2020-04-05,281,22624,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,6025,13371,688.86,687.43,TRUE,1,8606033,3.27,8,7.99,262.89,NA,NA,NA,NA,NA,70.01,155.37,-151,-1.75,"COVID19Cases","","2021-03-24_07-49-49","day",281,0,2014
"CH",2020-04-06,924,23548,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,5642,12834,643.57,611.57,TRUE,1,8606033,10.74,7.48,7.11,273.62,NA,NA,NA,NA,NA,65.56,149.13,-383,-4.45,"COVID19Cases","","2021-03-24_07-49-49","day",924,0,2014
"CH",2020-04-07,715,24263,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,5223,12308,555.29,560.86,TRUE,1,8606033,8.31,6.45,6.52,281.93,NA,NA,NA,NA,NA,60.69,143.02,-419,-4.87,"COVID19Cases","","2021-03-24_07-49-49","day",715,0,2014
"CH",2020-04-08,612,24875,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,4822,11851,523,511.93,TRUE,1,8606033,7.11,6.08,5.95,289.04,NA,NA,NA,NA,NA,56.03,137.71,-401,-4.66,"COVID19Cases","","2021-03-24_07-49-49","day",612,0,2014
"CH",2020-04-09,560,25435,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,4505,11297,514.14,472.14,TRUE,1,8606033,6.51,5.97,5.49,295.55,NA,NA,NA,NA,NA,52.35,131.27,-317,-3.68,"COVID19Cases","","2021-03-24_07-49-49","day",560,0,2014
"CH",2020-04-10,309,25744,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,3887,10299,417.14,426.71,TRUE,1,8606033,3.59,4.85,4.96,299.14,NA,NA,NA,NA,NA,45.17,119.67,-618,-7.18,"COVID19Cases","","2021-03-24_07-49-49","day",309,0,2014
"CH",2020-04-11,260,26004,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,3661,9837,375.57,402.36,TRUE,1,8606033,3.02,4.36,4.68,302.16,NA,NA,NA,NA,NA,42.54,114.3,-226,-2.63,"COVID19Cases","","2021-03-24_07-49-49","day",260,0,2014
"CH",2020-04-12,219,26223,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,3599,9624,335,388.5,TRUE,1,8606033,2.54,3.89,4.51,304.7,NA,NA,NA,NA,NA,41.82,111.83,-62,-0.719999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",219,0,2014
"CH",2020-04-13,245,26468,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,2920,8562,300.71,342.29,TRUE,1,8606033,2.85,3.49,3.98,307.55,NA,NA,NA,NA,NA,33.93,99.49,-679,-7.89,"COVID19Cases","","2021-03-24_07-49-49","day",245,0,2014
"CH",2020-04-14,424,26892,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,2629,7852,298.14,306.43,TRUE,1,8606033,4.93,3.46,3.56,312.48,NA,NA,NA,NA,NA,30.55,91.24,-291,-3.38,"COVID19Cases","","2021-03-24_07-49-49","day",424,0,2014
"CH",2020-04-15,328,27220,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,2345,7167,281.71,273.79,TRUE,1,8606033,3.81,3.27,3.18,316.29,NA,NA,NA,NA,NA,27.25,83.28,-284,-3.3,"COVID19Cases","","2021-03-24_07-49-49","day",328,0,2014
"CH",2020-04-16,320,27540,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,2105,6610,262.86,248.57,TRUE,1,8606033,3.72,3.05,2.89,320.01,NA,NA,NA,NA,NA,24.46,76.81,-240,-2.79,"COVID19Cases","","2021-03-24_07-49-49","day",320,0,2014
"CH",2020-04-17,291,27831,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,2087,5974,267.43,238.43,TRUE,1,8606033,3.38,3.11,2.77,323.39,NA,NA,NA,NA,NA,24.25,69.42,-18,-0.210000000000001,"COVID19Cases","","2021-03-24_07-49-49","day",291,0,2014
"CH",2020-04-18,145,27976,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1972,5633,237.29,226.07,TRUE,1,8606033,1.68,2.76,2.63,325.07,NA,NA,NA,NA,NA,22.91,65.45,-115,-1.34,"COVID19Cases","","2021-03-24_07-49-49","day",145,0,2014
"CH",2020-04-19,87,28063,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1840,5439,212.57,214.79,TRUE,1,8606033,1.01,2.47,2.5,326.09,NA,NA,NA,NA,NA,21.38,63.2,-132,-1.53,"COVID19Cases","","2021-03-24_07-49-49","day",87,0,2014
"CH",2020-04-20,277,28340,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1872,4792,196.43,209.64,TRUE,1,8606033,3.22,2.28,2.44,329.3,NA,NA,NA,NA,NA,21.75,55.68,32,0.370000000000001,"COVID19Cases","","2021-03-24_07-49-49","day",277,0,2014
"CH",2020-04-21,213,28553,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1661,4290,178.71,190.29,TRUE,1,8606033,2.48,2.08,2.21,331.78,NA,NA,NA,NA,NA,19.3,49.85,-211,-2.45,"COVID19Cases","","2021-03-24_07-49-49","day",213,0,2014
"CH",2020-04-22,155,28708,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1488,3833,170.43,175.43,TRUE,1,8606033,1.8,1.98,2.04,333.58,NA,NA,NA,NA,NA,17.29,44.54,-173,-2.01,"COVID19Cases","","2021-03-24_07-49-49","day",155,0,2014
"CH",2020-04-23,207,28915,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1375,3480,166.71,159.79,TRUE,1,8606033,2.41,1.94,1.86,335.99,NA,NA,NA,NA,NA,15.98,40.44,-113,-1.31,"COVID19Cases","","2021-03-24_07-49-49","day",207,0,2014
"CH",2020-04-24,167,29082,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1251,3338,151.86,144.93,TRUE,1,8606033,1.94,1.76,1.68,337.93,NA,NA,NA,NA,NA,14.54,38.79,-124,-1.44,"COVID19Cases","","2021-03-24_07-49-49","day",167,0,2014
"CH",2020-04-25,87,29169,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1193,3165,143.29,137.93,TRUE,1,8606033,1.01,1.66,1.6,338.94,NA,NA,NA,NA,NA,13.86,36.78,-58,-0.68,"COVID19Cases","","2021-03-24_07-49-49","day",87,0,2014
"CH",2020-04-26,61,29230,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1167,3007,138.29,133.29,TRUE,1,8606033,0.71,1.61,1.55,339.65,NA,NA,NA,NA,NA,13.56,34.94,-26,-0.299999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",61,0,2014
"CH",2020-04-27,173,29403,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1063,2935,123.14,119.93,TRUE,1,8606033,2.01,1.43,1.39,341.66,NA,NA,NA,NA,NA,12.35,34.1,-104,-1.21,"COVID19Cases","","2021-03-24_07-49-49","day",173,0,2014
"CH",2020-04-28,153,29556,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,1003,2664,111.14,109.93,TRUE,1,8606033,1.78,1.29,1.28,343.43,NA,NA,NA,NA,NA,11.65,30.96,-60,-0.699999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",153,0,2014
"CH",2020-04-29,120,29676,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,968,2456,105.43,104.5,TRUE,1,8606033,1.39,1.23,1.21,344.83,NA,NA,NA,NA,NA,11.25,28.54,-35,-0.4,"COVID19Cases","","2021-03-24_07-49-49","day",120,0,2014
"CH",2020-04-30,101,29777,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,862,2237,99.86,93,TRUE,1,8606033,1.17,1.16,1.08,346,NA,NA,NA,NA,NA,10.02,25.99,-106,-1.23,"COVID19Cases","","2021-03-24_07-49-49","day",101,0,2014
"CH",2020-05-01,83,29860,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,778,2029,88,85.29,TRUE,1,8606033,0.96,1.02,0.99,346.97,NA,NA,NA,NA,NA,9.04,23.58,-84,-0.98,"COVID19Cases","","2021-03-24_07-49-49","day",83,0,2014
"CH",2020-05-02,47,29907,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,738,1931,76.57,81.86,TRUE,1,8606033,0.55,0.89,0.95,347.51,NA,NA,NA,NA,NA,8.58,22.44,-40,-0.459999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",47,0,2014
"CH",2020-05-03,22,29929,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,699,1866,70.71,78.64,TRUE,1,8606033,0.26,0.82,0.91,347.77,NA,NA,NA,NA,NA,8.12,21.68,-39,-0.460000000000001,"COVID19Cases","","2021-03-24_07-49-49","day",22,0,2014
"CH",2020-05-04,90,30019,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,616,1679,62.86,69.64,TRUE,1,8606033,1.05,0.73,0.81,348.81,NA,NA,NA,NA,NA,7.16,19.51,-83,-0.959999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",90,0,2014
"CH",2020-05-05,73,30092,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,536,1539,59.43,61.71,TRUE,1,8606033,0.85,0.69,0.72,349.66,NA,NA,NA,NA,NA,6.23,17.88,-80,-0.93,"COVID19Cases","","2021-03-24_07-49-49","day",73,0,2014
"CH",2020-05-06,79,30171,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,495,1463,58.29,55.79,TRUE,1,8606033,0.92,0.68,0.65,350.58,NA,NA,NA,NA,NA,5.75,17,-41,-0.48,"COVID19Cases","","2021-03-24_07-49-49","day",79,0,2014
"CH",2020-05-07,46,30217,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,440,1302,57.43,51.21,TRUE,1,8606033,0.53,0.67,0.6,351.11,NA,NA,NA,NA,NA,5.11,15.13,-55,-0.64,"COVID19Cases","","2021-03-24_07-49-49","day",46,0,2014
"CH",2020-05-08,59,30276,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,416,1194,51.29,48.21,TRUE,1,8606033,0.69,0.6,0.56,351.8,NA,NA,NA,NA,NA,4.83,13.87,-24,-0.28,"COVID19Cases","","2021-03-24_07-49-49","day",59,0,2014
"CH",2020-05-09,39,30315,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,408,1146,46.86,45.93,TRUE,1,8606033,0.45,0.54,0.53,352.25,NA,NA,NA,NA,NA,4.74,13.32,-8,-0.0899999999999999,"COVID19Cases","","2021-03-24_07-49-49","day",39,0,2014
"CH",2020-05-10,16,30331,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,402,1101,40.86,45.21,TRUE,1,8606033,0.19,0.47,0.53,352.44,NA,NA,NA,NA,NA,4.67,12.79,-6,-0.0700000000000003,"COVID19Cases","","2021-03-24_07-49-49","day",16,0,2014
"CH",2020-05-11,47,30378,FALSE,574960,0,FALSE,565705,0,FALSE,550491,0,FALSE,30941,0,FALSE,52684,0,359,975,39.57,41.21,TRUE,1,8606033,0.55,0.46,0.48,352.98,NA,NA,NA,NA,NA,4.17,11.33,-43,-0.5,"COVID19Cases","","2021-03-24_07-49-49","day",47,0,2014
