"date","geoRegion","altersklasse_covid19","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202110,"AI","30 - 39",3,"altersklasse_covid19",2008,15,0.15,NA,0.75,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.032,3.2
202111,"AI","30 - 39",0,"altersklasse_covid19",2008,15,0,NA,0.75,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"AI","40 - 49",0,"altersklasse_covid19",2002,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AI","40 - 49",0,"altersklasse_covid19",2002,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"AI","40 - 49",0,"altersklasse_covid19",2002,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AI","40 - 49",0,"altersklasse_covid19",2002,0,0,0.09,0,1.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AI","40 - 49",0,"altersklasse_covid19",2002,0,0,0.14,0,2.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"AI","40 - 49",4,"altersklasse_covid19",2002,4,0.2,0.32,0.2,6.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.043,4.3
202105,"AI","40 - 49",8,"altersklasse_covid19",2002,12,0.4,0.32,0.6,6.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.026,2.6
202106,"AI","40 - 49",7,"altersklasse_covid19",2002,19,0.35,0.32,0.95,6.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.036,3.6
202107,"AI","40 - 49",26,"altersklasse_covid19",2002,45,1.3,0.33,2.25,6.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.068,6.8
202108,"AI","40 - 49",0,"altersklasse_covid19",2002,45,0,0.3,2.25,6,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202109,"AI","40 - 49",0,"altersklasse_covid19",2002,45,0,NA,2.25,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"AI","40 - 49",1,"altersklasse_covid19",2002,46,0.05,NA,2.3,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.011,1.1
202111,"AI","40 - 49",0,"altersklasse_covid19",2002,46,0,NA,2.3,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"AI","50 - 59",0,"altersklasse_covid19",2441,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AI","50 - 59",0,"altersklasse_covid19",2441,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"AI","50 - 59",0,"altersklasse_covid19",2441,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AI","50 - 59",0,"altersklasse_covid19",2441,0,0,0.13,0,3.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AI","50 - 59",0,"altersklasse_covid19",2441,0,0,0.23,0,5.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"AI","50 - 59",5,"altersklasse_covid19",2441,5,0.2,0.43,0.2,10.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.054,5.4
202105,"AI","50 - 59",18,"altersklasse_covid19",2441,23,0.74,0.43,0.94,10.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.06,6
202106,"AI","50 - 59",17,"altersklasse_covid19",2441,40,0.7,0.43,1.64,10.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.089,8.9
202107,"AI","50 - 59",33,"altersklasse_covid19",2441,73,1.35,0.46,2.99,11.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.086,8.6
202108,"AI","50 - 59",1,"altersklasse_covid19",2441,74,0.04,0.43,3.03,10.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.019,1.9
202109,"AI","50 - 59",0,"altersklasse_covid19",2441,74,0,NA,3.03,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"AI","50 - 59",5,"altersklasse_covid19",2441,79,0.2,NA,3.24,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.053,5.3
202111,"AI","50 - 59",0,"altersklasse_covid19",2441,79,0,NA,3.24,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"AI","60 - 69",0,"altersklasse_covid19",1884,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AI","60 - 69",0,"altersklasse_covid19",1884,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"AI","60 - 69",0,"altersklasse_covid19",1884,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AI","60 - 69",0,"altersklasse_covid19",1884,0,0,0.28,0,5.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AI","60 - 69",0,"altersklasse_covid19",1884,0,0,0.42,0,7.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"AI","60 - 69",6,"altersklasse_covid19",1884,6,0.32,0.88,0.32,16.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.065,6.5
202105,"AI","60 - 69",31,"altersklasse_covid19",1884,37,1.65,0.9,1.96,17,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.103,10.3
202106,"AI","60 - 69",18,"altersklasse_covid19",1884,55,0.96,0.9,2.92,17,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.094,9.4
202107,"AI","60 - 69",61,"altersklasse_covid19",1884,116,3.24,1.08,6.16,20.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.16,16
202108,"AI","60 - 69",3,"altersklasse_covid19",1884,119,0.16,1.03,6.32,19.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.057,5.7
202109,"AI","60 - 69",0,"altersklasse_covid19",1884,119,0,NA,6.32,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"AI","60 - 69",23,"altersklasse_covid19",1884,142,1.22,NA,7.54,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.242,24.2
202111,"AI","60 - 69",0,"altersklasse_covid19",1884,142,0,NA,7.54,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,1.27,0,16.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,1.97,0,26.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"AI","70 - 79",17,"altersklasse_covid19",1332,17,1.28,3.4,1.28,45.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.185,18.5
202105,"AI","70 - 79",101,"altersklasse_covid19",1332,118,7.58,3.72,8.86,49.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.334,33.4
202106,"AI","70 - 79",66,"altersklasse_covid19",1332,184,4.95,3.73,13.81,49.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.344,34.4
202107,"AI","70 - 79",133,"altersklasse_covid19",1332,317,9.98,4.12,23.8,54.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.348,34.8
202108,"AI","70 - 79",30,"altersklasse_covid19",1332,347,2.25,4.02,26.05,53.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.566,56.6
202109,"AI","70 - 79",1,"altersklasse_covid19",1332,348,0.08,NA,26.13,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",1,100
202110,"AI","70 - 79",36,"altersklasse_covid19",1332,384,2.7,NA,28.83,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.379,37.9
202111,"AI","70 - 79",8,"altersklasse_covid19",1332,392,0.6,NA,29.43,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.727,72.7
202052,"AI","80+",0,"altersklasse_covid19",952,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AI","80+",0,"altersklasse_covid19",952,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"AI","80+",0,"altersklasse_covid19",952,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AI","80+",0,"altersklasse_covid19",952,0,0,2.9,0,27.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AI","80+",0,"altersklasse_covid19",952,0,0,4.11,0,39.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202104,"AI","80+",52,"altersklasse_covid19",952,52,5.46,5.84,5.46,55.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.565,56.5
202105,"AI","80+",141,"altersklasse_covid19",952,193,14.81,6.12,20.27,58.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.467,46.7
202106,"AI","80+",81,"altersklasse_covid19",952,274,8.51,6.12,28.78,58.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.422,42.2
202107,"AI","80+",115,"altersklasse_covid19",952,389,12.08,6.51,40.86,62,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.301,30.1
202108,"AI","80+",19,"altersklasse_covid19",952,408,2,5.78,42.86,55,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.358,35.8
202109,"AI","80+",0,"altersklasse_covid19",952,408,0,NA,42.86,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"AI","80+",26,"altersklasse_covid19",952,434,2.73,NA,45.59,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.274,27.4
202111,"AI","80+",3,"altersklasse_covid19",952,437,0.32,NA,45.9,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.273,27.3
202052,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202101,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,0,0,0.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,0,0,0.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202104,"AR","0 - 9",1,"altersklasse_covid19",5944,1,0.02,0,0.02,0.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.002,0.2
202105,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,0,0.02,0.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202106,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,0,0.02,0.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202107,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,0,0.02,0.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202108,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,0,0.02,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202109,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,NA,0.02,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,NA,0.02,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202111,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,NA,0.02,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202101,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,0,0,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,0,0,0,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202104,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,0.01,0,0.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202105,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,0.01,0,0.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202106,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,0.01,0,0.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202107,"AR","10 - 19",2,"altersklasse_covid19",5254,2,0.04,0.01,0.04,0.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.002,0.2
202108,"AR","10 - 19",2,"altersklasse_covid19",5254,4,0.04,0.01,0.08,0.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.003,0.3
202109,"AR","10 - 19",0,"altersklasse_covid19",5254,4,0,NA,0.08,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202110,"AR","10 - 19",0,"altersklasse_covid19",5254,4,0,NA,0.08,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202111,"AR","10 - 19",0,"altersklasse_covid19",5254,4,0,NA,0.08,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"AR","20 - 29",0,"altersklasse_covid19",6318,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AR","20 - 29",0,"altersklasse_covid19",6318,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202101,"AR","20 - 29",0,"altersklasse_covid19",6318,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AR","20 - 29",0,"altersklasse_covid19",6318,0,0,0.01,0,0.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AR","20 - 29",0,"altersklasse_covid19",6318,0,0,0.06,0,4,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202104,"AR","20 - 29",6,"altersklasse_covid19",6318,6,0.09,0.08,0.09,4.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.01,1
202105,"AR","20 - 29",0,"altersklasse_covid19",6318,6,0,0.08,0.09,5.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202106,"AR","20 - 29",22,"altersklasse_covid19",6318,28,0.35,0.11,0.44,6.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.098,9.8
202107,"AR","20 - 29",6,"altersklasse_covid19",6318,34,0.09,0.11,0.54,7.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.006,0.6
202108,"AR","20 - 29",2,"altersklasse_covid19",6318,36,0.03,0.1,0.57,6.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.003,0.3
202109,"AR","20 - 29",12,"altersklasse_covid19",6318,48,0.19,NA,0.76,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.029,2.9
202110,"AR","20 - 29",2,"altersklasse_covid19",6318,50,0.03,NA,0.79,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.042,4.2
202111,"AR","20 - 29",1,"altersklasse_covid19",6318,51,0.02,NA,0.81,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.004,0.4
202052,"AR","30 - 39",0,"altersklasse_covid19",7132,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AR","30 - 39",0,"altersklasse_covid19",7132,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202101,"AR","30 - 39",0,"altersklasse_covid19",7132,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"AR","30 - 39",0,"altersklasse_covid19",7132,0,0,0.01,0,1,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"AR","30 - 39",0,"altersklasse_covid19",7132,0,0,0.08,0,5.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202104,"AR","30 - 39",7,"altersklasse_covid19",7132,7,0.1,0.1,0.1,6.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.012,1.2
202105,"AR","30 - 39",0,"altersklasse_covid19",7132,7,0,0.13,0.1,9.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202106,"AR","30 - 39",32,"altersklasse_covid19",7132,39,0.45,0.17,0.55,11.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.143,14.3
202107,"AR","30 - 39",9,"altersklasse_covid19",7132,48,0.13,0.17,0.67,12.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.008,0.8
202108,"AR","30 - 39",17,"altersklasse_covid19",7132,65,0.24,0.17,0.91,12.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.028,2.8
202109,"AR","30 - 39",18,"altersklasse_covid19",7132,83,0.25,NA,1.16,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.043,4.3
202110,"AR","30 - 39",2,"altersklasse_covid19",7132,85,0.03,NA,1.19,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.042,4.2
202111,"AR","30 - 39",7,"altersklasse_covid19",7132,92,0.1,NA,1.29,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.031,3.1
202052,"AR","40 - 49",0,"altersklasse_covid19",7075,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"AR","40 - 49",1,"altersklasse_covid19",7075,1,0.01,NA,0.01,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",1,100
