"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2020-04-11,2791,376,2415,197116,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,33612,73315,3966.14,4359.79,13.5,12.26,TRUE,11,5,4.9,11.2,12.9,8644780,32.29,45.88,50.43,2280.17,NA,NA,NA,NA,NA,388.81,848.08,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-12,2299,279,2020,199415,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,32606,72854,3827,4275.07,12.1,11.71,TRUE,11,5,4.9,11.2,12.9,8644780,26.59,44.27,49.45,2306.77,NA,NA,NA,NA,NA,377.18,842.75,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-13,2195,298,1897,201610,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30696,70561,3700.71,4226.86,13.6,11.3,TRUE,11,5,4.9,11.2,12.9,8644780,25.39,42.81,48.89,2332.16,NA,NA,NA,NA,NA,355.08,816.23,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-14,3922,460,3462,205532,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27763,67362,3789,4091.93,11.7,10.96,TRUE,11,5,4.9,11.2,12.9,8644780,45.37,43.83,47.33,2377.53,NA,NA,NA,NA,NA,321.15,779.22,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-15,5587,464,5123,211119,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26789,66292,3917.86,3954.43,8.3,10.06,TRUE,11,5,4.9,11.2,12.9,8644780,64.63,45.32,45.74,2442.16,NA,NA,NA,NA,NA,309.89,766.84,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-16,5132,467,4665,216251,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,25905,64464,3892.14,3848.64,9.1,9.03,TRUE,11,5,4.9,11.2,12.9,8644780,59.37,45.02,44.52,2501.52,NA,NA,NA,NA,NA,299.66,745.7,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-17,4597,386,4211,220848,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26523,62548,4068.57,3906.07,8.4,8.3,TRUE,11,5,4.9,11.2,12.9,8644780,53.18,47.06,45.18,2554.7,NA,NA,NA,NA,NA,306.81,723.53,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-18,3693,267,3426,224541,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27425,61037,4217.71,3994.71,7.2,7.57,TRUE,11,5,4.9,11.2,12.9,8644780,42.72,48.79,46.21,2597.42,NA,NA,NA,NA,NA,317.24,706.06,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-19,2119,103,2016,226660,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27245,59851,4081.86,3999.21,4.9,7.23,TRUE,11,5,4.9,11.2,12.9,8644780,24.51,47.22,46.26,2621.93,NA,NA,NA,NA,NA,315.16,692.34,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-20,3430,292,3138,230090,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28480,59176,3996.57,4110.14,8.5,6.81,TRUE,11,5,4.9,11.2,12.9,8644780,39.68,46.23,47.54,2661.61,NA,NA,NA,NA,NA,329.45,684.53,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-21,4966,328,4638,235056,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29524,57287,4023.14,4229.5,6.6,6.31,TRUE,11,5,4.9,11.2,12.9,8644780,57.45,46.54,48.93,2719.05,NA,NA,NA,NA,NA,341.52,662.68,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-22,4636,275,4361,239692,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28573,55362,4071.57,4245.43,5.9,5.8,TRUE,11,5,4.9,11.2,12.9,8644780,53.63,47.1,49.11,2772.68,NA,NA,NA,NA,NA,330.52,640.41,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-23,4535,280,4255,244227,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27976,53881,4106.29,4225.14,6.2,5.66,TRUE,11,5,4.9,11.2,12.9,8644780,52.46,47.5,48.88,2825.14,NA,NA,NA,NA,NA,323.62,623.28,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-24,4783,233,4550,249010,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28162,54685,4151.71,4214.14,4.9,5.21,TRUE,11,5,4.9,11.2,12.9,8644780,55.33,48.03,48.75,2880.47,NA,NA,NA,NA,NA,325.77,632.58,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-25,4032,145,3887,253042,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28501,55926,4241.29,4173.36,3.6,4.86,TRUE,11,5,4.9,11.2,12.9,8644780,46.64,49.06,48.28,2927.11,NA,NA,NA,NA,NA,329.69,646.93,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-26,2362,92,2270,255404,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28744,55989,4409,4201.71,3.9,4.47,TRUE,11,5,4.9,11.2,12.9,8644780,27.32,51,48.6,2954.43,NA,NA,NA,NA,NA,332.5,647.66,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-27,3748,203,3545,259152,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29062,57542,4453.71,4232.57,5.4,4.19,TRUE,11,5,4.9,11.2,12.9,8644780,43.36,51.52,48.96,2997.79,NA,NA,NA,NA,NA,336.18,665.63,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-28,5593,231,5362,264745,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29689,59213,4405.14,4298.57,4.1,3.97,TRUE,11,5,4.9,11.2,12.9,8644780,64.7,50.96,49.72,3062.48,NA,NA,NA,NA,NA,343.43,684.96,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-29,5810,188,5622,270555,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30863,59436,4275.14,4350.64,3.2,3.83,TRUE,11,5,4.9,11.2,12.9,8644780,67.21,49.45,50.33,3129.69,NA,NA,NA,NA,NA,357.01,687.54,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-04-30,4848,206,4642,275403,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,31176,59152,4297.14,4359.93,4.2,3.53,TRUE,11,5,4.9,11.2,12.9,8644780,56.08,49.71,50.43,3185.77,NA,NA,NA,NA,NA,360.63,684.25,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-05-01,4443,149,4294,279846,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30836,58998,4313.43,4329.21,3.4,3.23,TRUE,11,5,4.9,11.2,12.9,8644780,51.4,49.9,50.08,3237.17,NA,NA,NA,NA,NA,356.7,682.47,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-05-02,3122,80,3042,282968,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29926,58427,4355.86,4265.14,2.6,2.93,TRUE,11,5,4.9,11.2,12.9,8644780,36.11,50.39,49.34,3273.28,NA,NA,NA,NA,NA,346.17,675.86,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-05-03,2516,46,2470,285484,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30080,58824,4292.29,4198,1.8,2.83,TRUE,11,5,4.9,11.2,12.9,8644780,29.1,49.65,48.56,3302.39,NA,NA,NA,NA,NA,347.96,680.46,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-05-04,3862,127,3735,289346,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30194,59256,4266.14,4292.29,3.3,2.49,TRUE,11,5,4.9,11.2,12.9,8644780,44.67,49.35,49.65,3347.06,NA,NA,NA,NA,NA,349.27,685.45,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-05-05,5890,119,5771,295236,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30491,60180,4253.29,4290.36,2,2.33,TRUE,11,5,4.9,11.2,12.9,8644780,68.13,49.2,49.63,3415.19,NA,NA,NA,NA,NA,352.71,696.14,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
2020-05-06,5365,134,5231,300601,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30046,60909,4255.14,4320.36,2.5,2.29,TRUE,11,5,4.9,11.2,12.9,8644780,62.06,49.22,49.98,3477.25,NA,NA,NA,NA,NA,347.56,704.58,1,45471,"COVID19Tests","2021-03-24_07-49-49","day","all","CHFL"
